ENTJ,High,"Mauritius   karena ENTJ merupakan orang yang go-getter alami, dan sama seperti Adidas, tidak mungkin tidak ada apa-apanya. Namun, ketika tiba waktunya untuk pergi berlibur, ENTJ sering terjebak dalam teka-teki - ingin memompa adrenalin mereka dan bersantai di vila mewah yang menghadap perairan biru jernih, semua pada saat yang sama. Kehidupan pulau dengan keunggulan memang ada dan itu disebut Mauritius. Pada dasarnya sebuah pantai raksasa yang belum tersentuh oleh modernisasi, Mauritius menuntut untuk dialami melalui sejumlah kegiatannya. Kegiatan berbasis air termasuk snorkeling dengan lumba-lumba untuk menyelam lebih dalam di subscooter pribadi Anda saat Anda membayangkan bagaimana kehidupan harus seperti melalui mata Ariel. Sedangkan untuk udara-ditanggung, cukup terbang di atas dan mengambil terjun dalam putaran skydiving yang menggembirakan."
ENTP,High,"Tokyo, Japan   karena untuk beberapa, mimpi indah terbuat dari sebuah rumah oleh padang rumput yang menghadap ke pegunungan, menyeruput teh di beranda saat hari berlalu. Katakan itu untuk setiap ENTP dan mereka akan memberi tahu Anda seberapa banyak rutinitas mimpi buruk dan mundanitas. Disemangati oleh lingkungan tempat mereka berada, pemikiran cepat ENTP berarti kota harus cukup cepat untuk menyesuaikan kecepatannya. Untungnya, Tokyo, Jepang hanya penerbangan. Pada pandangan pertama, keramaian Tokyo mungkin tampak seperti kekacauan hiruk pikuk. Tapi sebenarnya, kota ini menjalankan efisiensi yang tak tertandingi oleh negara lain. Ambillah, misalnya kekacauan terkontrol yang terjadi di Shibuya setelah gelap. Atau estetika warna-warni Harajuku - tempat orang-orang mengenakan kostum cosplay berdiri di samping pasangan dalam Yukata tradisional. Kota tidak pernah tidur, dengan tempat makan dan hal-hal seperti Restoran Robot untuk dilakukan bahkan ketika jam tengah malam."
ENFJ,High,"Melbourne, Australia   karena bagi ENFJ, interaksi manusia adalah oksigen. Melbourne seperti itu, secara langsung selaras dengan kepribadian ENFJ yang terbuka. Di mana pembicaraan kecil dengan barista dan olok-olok ramah dengan penduduk setempat adalah norma, semua orang adalah teman di Merlbourne. Melbourne terkenal karena semangat santai mereka, dan ini benar-benar diterjemahkan melalui orang-orangnya. Penduduk setempat selalu keluar untuk percakapan yang baik, dan sederhana 'bagaimana Anda melakukan' sering memicu percakapan yang tidak terduga. Pusat kotanya penuh dengan landmark ikonik seperti Stasiun Kereta Api Flinders Street dan Hosier Lane yang berseni - semua dengan sejarah yang menarik jika Anda bertanya-tanya. Namun di sepanjang pinggiran kota Anda akan menemukan sejumlah kafe dan bisnis lokal yang menggemakan kehangatan kota ini."
ENFP,High,"Boracay, Philippines   karena Untuk ENFP, hidup adalah pesta dan semua orang diundang. Dengan semangat alami terhadap kehidupan, ENFP selalu mencari petualangan dan keburukan baru, dan sering mendapat rangsangan dari kegiatan di mana banyak orang terlibat. Dapat dikatakan bahwa ENFP adalah warga global klasik, tetapi tidak ada tempat yang lebih baik seperti Boracay, Filipina. Borocay merupakan surga untuk kegiatan berjiwa bebas, kegiatan seperti penyelaman tebing dan parasailing Ariel adalah permulaan bagi pencari sensasi untuk memeriksa dua hal dari daftar keranjang mereka. Semua sambil berjemur di pantai yang masih asli dan menikmati pemandangan berkilau yang ditawarkan pulau ini. Pelarian Anda di pulau menjadi lebih baik ketika Anda menyadari bahwa klub sedang berlangsung, bahkan di tengah hari. Di sela-sela klub, sok tahu daftar panjang makanan jalanan dan restoran tersedia setiap giliran yang Anda buat."
ISTJ,Low,"Museum  karena   ISTJ lebih suka menganalisis sekeliling mereka, memeriksa fakta, mengambil urutan tindakan yang praktis, dan lebih suka mandiri dan memenuhi kebutuhan sendiri daripada memercayakan kepada orang atau sesuatu. Orang dengan ini cenderung menyimpan pendapat mereka sendiri dan membiarkan fakta yang membuktikannya, tetapi mungkin akan perlu banyak waktu sebelum bukti yang dapat dilihat bercerita tentang semuanya."
ISTP,Low,"Gunung   karena ISTP adalah orang yang suka berpetualang sendiri, praktis, pemberani, dan cerdik. Dengan mendaki gunung tanpa jadwal yang ditentukan, karena orang-orang dengan personality ini suka mengeksplorasi dengan tangan dan mata mereka, menyentuh dan mengamati dunia di sekeliling mereka dengan rasionalisme yang dingin dan rasa ingin tahu yang bersemangat. Meskipun mereka introvert, namun mereka selalu ingin menjalani hidup yang berbeda alias bosan dengan kegiatan dan tempat yang selalu sama. "
ISFJ,Low,"Beach Camp   karena ISFJ adalah orang yang sangat berdedikasi dan hangat, percaya akan keharmonisan, senang akan pengaruh baik yang ditularkan ke orang lain, dan senang membangun kenangan yang berharga. Dalam camping ke pantai akan membentuk keahlian praktis yang menguntungkan dan membangun kenangan bersama. Mereka adalah  altruis sejati, mempertemukan kebaikan dan lebih banyak kebaikan dan melibatkan pekerjaan dan orang yang mereka percaya dengan antusiasme dan kemurahan hati."
ISFP,Low,"Alam   karena ISFP adalah seniman yang fleksibel dan mengagumkan, selalu siap menjelajahi dan mengalami hal baru. Dengan menjadi sukarelawan dalam kegiatan alam, orang-orang dengan personality ini menjalani hidup yang penuh warna, dunia yang sensual, diinspirasikan oleh hubungan dengan orang-orang dan ide-ide. Hanya karena mereka sendirian, bukan berarti orang dengan tipe kepribadian ini hanya duduk diam – mereka menggunakan waktu ini untuk introspeksi, menilai, dan mengevaluasi ulang prinsip mereka. Mereka sangat ekspresif terhadap kehidupannya, namun sangat sulit untuk merencanakan masa depan."
INTJ,Low,"Coworking Space   karena INTJ merupakan sosok yang imajinatif dan strategis, dengan rencana untuk segala sesuatunya. Dengan membaca buku/berdiam di coworking space adalah kegiatan yang sangat cocok untuk INTJ karena orang dengan tipe kepribadian ini adalah orang yang imajinatif tetapi tegas, ambisius tetapi menjaga privasi, sangat ingin tahu, tetapi mereka tidak membuang-buang energi mereka. Mereka haus akan pengetahuan dan  cenderung yakin bahwa dengan usaha, kecerdasan dan pertimbangan, tidak ada yang tidak mungkin."
INTP,Low,"Danau   karena INTP adalah penemu yang inovatif dengan kedahagaan akan pengetahuan yang tidak ada habisnya. Dengan memancing ke danau/sungai/kolam, mereka akan tenang dalam perenungan mengenai kompleksitas alam semesta dengan semburan aksi. Orang dengan tipe kepribadian ini sangat menyukai pola, dan menemukan perbedaan antarkalimat bisa disebut hobi, sehingga sebaiknya jangan berbohong kepada mereka. Mereka tidak tertarik dalam kegiatan dan pemeliharaan praktis harian, tetapi ketika mereka menemukan lingkungan tempat mereka dapat mengekspresikan kegeniusan kreativitas mereka, tidak ada batas waktu dan energi bagi Ahli Logika untuk mengembangkan solusi yang berwawasan. "
INFJ,Low,"Taman   karena INFJ adalah pendiam dan mistis, tetapi idealis yang sangat menginspirasi dan tak kenal lelah. Dengan menulis di taman, mereka akan memukan ruang yang tenang untuk menjelajahi imajinasi dan nilai-nilai yang membiarkan kreativitas batin berjalan. Orang-orang dengan personality ini walaupun lemah lembut, mereka memiliki pendapat yang sangat kuat dan akan berjuang tanpa lelah mempertahankan ide yang mereka yakini. Mereka juga perlu mengingat bahwa meski mereka sibuk mengurus dunia, mereka juga perlu mengurus diri sendiri."
INFP,Low,"Alam bersama orang-orang yang dikasihi   karena INFP merupakan orang yang puitis, baik hati dan altruisik, selalu ingin membantu aksi kebaikan. Pergi bersama orang-orang yang dikasihi ke alam akan menemukan mereka dengan pengaturan yang santai untuk menghubungkan, mengungkapkan, dan berbagi hal-hal yang bermakna. Walaupun mereka mungkin dirasa pendiam, tidak ramah, bahkan pemalu, orang-orang dengan personality ini memiliki api dan semangat di dalam dada yang benar-benar dapat bersinar. "
ESTJ,Low,"Marathon   karena ESTJ merupakan administrator istimewa, tidak ada duanya dalam mengelola sesuatu - atau orang. Eksekutif adalah perwakilan dari tradisi dan tatanan, memanfaatkan pemahaman mereka tentang apa yang benar, salah, dan diterima secara sosial untuk menyatukan keluarga dan masyarakat. Tantangan utama untuk orang dengan tipe kepribadian Eksekutif adalah mengakui bahwa tidak semua orang mengambil jalan yang sama atau berkontribusi dengan cara yang sama. Pemimpin sejati mengenal kekuatan individu, serta kelompok, dan membantu mewujudkan ide individu tersebut."
ESTP,Low,"Laut untuk berlayar, snorkeling, berselancar   karena ESTP merupakan orang yang cerdas, bersemangan dan sangat tanggap, yang benar-benar menikmati hidup yang menantang. Orang dengan tipe kepribadian ini sangat menikmati drama, gairah dan kesenangan, bukan untuk kegembiraan emosional, tetapi karena sangat menstimulasi pikiran logis mereka. Mereka dipaksa untuk membuat keputusan logis berdasarkan realitas langsung yang faktual dalam proses respons stimulus yang datang silih berganti."
ESFJ,Low,"Disneyland   karena ESFJ adalah orang yang sangat peduli, sosial dan populer, selalu ingin membantu. Dengan melakukan trip bersama keluarga ke Disneyland mereka akan merencanakan kesenangan bersama, dengan tawa dan kehangatan untuk semua orang. Di sekolah menengah, orang-orang berkepribadian ini biasanya menjadi pemandu sorak dan quarterback, mengatur pola, menjadi sorotan dan memimpin timnya menuju kemenangan dan ketenaran. Sebagai tipe kepribadian yang sangat tidak menyukai konflik, Konsul menghabiskan banyak waktu mereka untuk membangun ketertiban sosial, dan lebih menyukai rencana dan kegiatan terorganisasi daripada kegiatan yang belum jelas akhirnya atau silaturahmi spontan. "
ESFP,Low,"Rio Carnival   karena ESFP adalah orang yang spontan, bersemangan dan antusias - hidup tidak akan membosankan saat berdekatan dengan mereka.  Orang-orang dengan kepribadian ini memiliki rasa estestika yang paling kuat di antara kepribadian yang ada. Dari merawat diri dan pakaian hingga rumah dengan perabotan lengkap, kepribadian Penghibur pandai dalam hal mode. Namun, tantangan terbesar yang dihadapi Penghibur adalah bahwa mereka seringkali terlalu berfokus pada kesenangan langsung sehingga mengabaikan tugas dan tanggung jawab yang memungkinkan tercapainya kemudahan tersebut. "
ENTJ,Low,"Tour Guide   karena mereka adalah pemimpin yang pemberani, imaginatif dan berkemauan kuat, selalu menemukan cara - atau menciptakan cara. Dengan menjadi tour guide, mereka dengan kepribadian ini akan melakukan riset dan memilih resort terbaik, menikmati tantangan persaingan di lereng. Mereka memiliki karisma dan percaya diri, dan menonjolkan kekuasaan dengan cara sedemikian rupa yang dapat menarik orang banyak dengan suatu tujuan bersama. "
ENTP,Low,"Backpacker   karena ENTP merupakan pemikir yang cerdas dan serius yang gatal terhadap tantangan intelektual. Dengan menjadi backpacker, mereka bisa merangkul berbagai variasi dan stimulasi yang tak terduga, dan jelajahi ide-ide baru. Orang-orang dengan kepribadian ini memiliki jalan yang lebih panjang dalam mempertajam kemampuan alami mereka – kemandirian intelektual dan visi bebas mereka sangat bernilai saat mereka diberi tanggung jawab, atau paling tidak memiliki mewakili sesorang yang diberi tanggung jawab, tetapi untuk mencapainya dapat memerlukan berbagai pembuktian yang sulit diperlihatkan oleh mereka."
ENFJ,Low,"Bakti Sosial   karena ENFJ merupakan pemimpin yang karismatik dan menginspirasi, mampu memukai pendengarnya. Dengan menjadi sukarelawan untuk kegiatan bakti sosial, mereka bisa menjadi bagian dari tim yang berbagi nilai-nilai inti, membantu membuat dunia menjadi tempat yang lebih baik. Orang-orang dengan kepribadian ini merasa alami dan mudah berkomunikasi dengan orang lain, khususnya secara langsung, dan sifatnya yang berwawasan membantu orang dengan tipe kepribadian Protagonis untuk mencapai setiap pikiran, baik melalui fakta dan logika maupun emosi mentah. "
ENFP,Low,"Music Concert   karena ENFP merupakan orang yang memiliki semangat yang antusias, kreatif dan bebas bergaul, dan selalu dapat menemukan alasan untuk tersenyum. Dengan pergi ke konser musik, orang-orang dengan kepribadian ini bisa membagikan antusiasme dengan semangat yang sama, dalam suasana yang terbuka, idealis, dan toleran. Mereka akan menghabiskan banyak waktu mengeksplorasi hubungan sosial, perasaan dan ide sebelum mereka menemukan sesuatu yang benar-benar meyakinkan. Namun, ketika kepribadian ini akhirnya mendapat kedudukan mereka di dunia, imajinasi, empati dan semangat mereka mungkin akan membawa hasil yang mengagumkan."
